id,sn,placeholder_name,fn,category,sub_category,weight,stack_limit,quality,tags,source,production_lines,spoilage_ticks,price_class,volatility,region_restrict,base_value,edible,usable,use_buff_id,use_action,pharmacy_ingredient,cooking_ingredient,fuel_points,water_points,chem_class,pharm_family,pharm_effect,pharm_toxicity,concentration_cost,info_module_set_id,pharmacy_compound,concentration_capacity,use_charges,adjuvant_strength,satiety_restore,thirst_restore,nutrition_restore,energy_restore,food_buff_duration_ticks
herb_senna,番泻叶,泻叶,叶子揉碎了发涩，喝下去肚子响得厉害,herb,leaf,0.04,35,white,material;herb;alchemy;medical,alchemy,alchemy,3600,life_good,mid,0,850,,,,,1,,0,0,glycoside,,,,,
herb_baiji,白芨,白芨根,根上黏糊糊的，捣烂能糊住伤口，老猎户常带着,herb,root,0.08,25,white,material;herb;alchemy;medical,alchemy,alchemy,3600,material,mid,0,500,,,,,1,,0,0,tannin,,,,,
herb_acorus,石菖蒲,菖蒲根,长在湿石缝里，根掰开一股冲鼻子的香,herb,root,0.08,25,white,material;herb;alchemy;medical,alchemy,alchemy,3600,material,mid,0,480,,,,,1,,0,0,volatile_oil,,,,,
herb_deer_antler,鹿茸,带毛嫩角,锯下来还带血毛，猎户说这东西补力气，价钱不便宜,herb,antler,0.3,10,white,material;herb;alchemy;medical;luxury,alchemy,alchemy,3600,rare,high,0,1500,,,,,1,,0,0,mineral,,,,,
med_cocaine_powder,可卡因粉,白晶粉,白得发亮的细粉，沾一点舌头就麻,material,pharm_powder,0.02,20,white,material;alchemy;pharmacy;pharm_powder;stimulant,alchemy,alchemy,7200,rare,high,0,300,,,,,1,,0,0,alkaloid,stimulant,90,70,35,
med_morphine_powder,吗啡粉,苦白粉,从罂粟壳里提出来的苦粉，疼得再狠也能压住,material,pharm_powder,0.02,20,white,material;alchemy;pharmacy;pharm_powder;analgesic,alchemy,alchemy,7200,rare,high,0,300,,,,,1,,0,0,alkaloid,analgesic,85,65,35,
med_lsd_powder,麦角酸粉,LSD粉,麦角里提炼的结晶，一小撮就能让墙上的花纹动起来,material,pharm_powder,0.02,20,white,material;alchemy;pharmacy;pharm_powder;hallucinogen,alchemy,alchemy,7200,rare,high,0,300,,,,,1,,0,0,alkaloid,hallucinogen,80,68,34,
med_scopolamine_powder,东莨菪碱粉,曼陀罗粉,曼陀罗花里提出来的白粉，吃多了人就认不得家,material,pharm_powder,0.02,25,white,material;alchemy;pharmacy;pharm_powder;hallucinogen,alchemy,alchemy,7200,rare,high,0,240,,,,,1,,0,0,alkaloid,hallucinogen,65,75,30,
med_ephedrine_powder,麻黄碱粉,麻黄粉,细白粉，鼻子里吸一点，胸口立马绷紧,material,pharm_powder,0.02,30,white,material;alchemy;pharmacy;pharm_powder;stimulant,alchemy,alchemy,7200,life_good,mid,0,240,,,,,1,,0,0,alkaloid,stimulant,70,55,29,
med_psilocybin_powder,裸盖菇素粉,菇粉,从伞盖里提出来的粉，颜色不好看，效果倒是实在,material,pharm_powder,0.02,30,white,material;alchemy;pharmacy;pharm_powder;hallucinogen,alchemy,alchemy,7200,rare,high,0,200,,,,,1,,0,0,alkaloid,hallucinogen,55,45,26,
med_thc_powder,THC粉,麻脂粉,麻叶上刮下来的树脂粉，抽一口人就松下来,material,pharm_powder,0.03,30,white,material;alchemy;pharmacy;pharm_powder;sedative,alchemy,alchemy,7200,rare,high,0,200,,,,,1,,0,0,volatile_oil,sedative,45,30,25,
med_vine_red_powder,赤花藤粉,赤藤粉,赤花藤捣出来的暗红粉末，喝下去人发躁,material,pharm_powder,0.03,40,white,material;alchemy;pharmacy;pharm_powder;stimulant,alchemy,alchemy,7200,material,mid,0,160,,,,,1,,0,0,alkaloid,stimulant,35,28,23,
med_root_bitter_powder,苦根草粉,苦根粉,苦根草磨的粉，苦味压不住，胜在好找,material,pharm_powder,0.03,50,white,material;alchemy;pharmacy;pharm_powder;analgesic,alchemy,alchemy,7200,material,mid,0,120,,,,,1,,0,0,alkaloid,analgesic,30,12,21,
med_arecoline_powder,槟榔碱粉,槟榔粉,槟榔子里提出来的粉，嚼着提神，久了下巴发硬,material,pharm_powder,0.03,40,white,material;alchemy;pharmacy;pharm_powder;stimulant,alchemy,alchemy,7200,material,mid,0,100,,,,,1,,0,0,alkaloid,stimulant,25,18,20,
med_nicotine_powder,尼古丁粉,烟碱粉,烟叶里提出来的粉，一点就够呛，别沾手,material,pharm_powder,0.02,50,white,material;alchemy;pharmacy;pharm_powder;stimulant,alchemy,alchemy,7200,material,mid,0,100,,,,,1,,0,0,alkaloid,stimulant,20,15,20,
med_liver_herb_powder,护肝草粉,肝草粉,护肝草磨的粉，苦得发涩，专管收拾毒,material,pharm_powder,0.03,30,white,material;alchemy;pharmacy;pharm_powder;adjuvant,alchemy,alchemy,7200,luxury,high,0,1100,,,,,1,,0,0,glycoside,synergist,0,-40,30,
med_harmaline_powder,骆驼蓬碱粉,骆驼蓬粉,骆驼蓬子提出来的碱，能把别的药劲放大，也容易撞车,material,pharm_powder,0.03,30,white,material;alchemy;pharmacy;pharm_powder;adjuvant,alchemy,alchemy,7200,rare,high,0,900,,,,,1,,0,0,alkaloid,synergist,0,-20,27,
med_senna_powder,番泻叶粉,泻叶粉,番泻叶磨的粉，解毒顺带通便，喝多了跑茅房,material,pharm_powder,0.03,35,white,material;alchemy;pharmacy;pharm_powder;adjuvant,alchemy,alchemy,7200,life_good,mid,0,800,,,,,1,,0,0,glycoside,synergist,0,-25,25,
med_vitamin_c_powder,维生素C粉,维C粉,粗提的维C粉，压片时掺一点，把药的烈性压下去一些。,material,pharm_powder,0.02,40,white,material;alchemy;pharmacy;pharm_powder;adjuvant,alchemy,alchemy,7200,life_good,low,0,500,,,,,1,,0,0,organic_acid,synergist,0,-15,15,
med_rehydration_powder,补液粉,盐糖粉,海盐和软水晒出来的粉，兑水就能补回流失的那点东西,material,pharm_powder,0.04,40,white,material;alchemy;pharmacy;pharm_powder;functional,alchemy,alchemy,7200,material,low,0,300,,,,,1,,0,0,mineral,rehydrate,70,0,15,
med_glucose_powder,葡萄糖粉,糖粉,甘蔗熬出来的细糖粉，甜，化水快,material,pharm_powder,0.04,50,white,material;alchemy;pharmacy;pharm_powder;functional,alchemy,alchemy,7200,material,low,0,300,,,,,1,,0,0,organic_acid,energy,60,0,15,
med_cardiac_powder,强心粉,兽心粉,兽心晒干磨成的粉，专门用来把没气的人拽回来,material,pharm_powder,0.03,20,white,material;alchemy;pharmacy;pharm_powder;functional,alchemy,alchemy,7200,rare,high,0,500,,,,,1,,0,0,glycoside,revive,80,0,20,
med_baiji_powder,白芨粉,黏根粉,白芨根磨的粉，遇水发黏，敷上就把血口糊住,material,pharm_powder,0.03,40,white,material;alchemy;pharmacy;pharm_powder;functional,alchemy,alchemy,7200,life_good,mid,0,400,,,,,1,,0,0,tannin,coagulant,70,0,18,
med_acorus_powder,石菖蒲粉,菖蒲粉,石菖蒲根磨的粉，闻一下脑子清醒些,material,pharm_powder,0.03,40,white,material;alchemy;pharmacy;pharm_powder;functional,alchemy,alchemy,7200,life_good,mid,0,400,,,,,1,,0,0,volatile_oil,antistun,60,0,18,
med_antler_powder,鹿茸粉,血角粉,鹿茸焙干磨的粉，腥气重，喝了腿上有劲,material,pharm_powder,0.03,20,white,material;alchemy;pharmacy;pharm_powder;functional;luxury,alchemy,alchemy,7200,rare,high,0,600,,,,,1,,0,0,mineral,strength,75,0,25,
solvent_saline,生理盐水,盐水,海盐化进软水里煮过一遍，扎针前先拿它冲管子,material,solvent,0.5,20,white,material;alchemy;pharmacy;solvent,alchemy,alchemy,0,material,low,0,60,,,,,1,,0,0,,,,,,
solvent_glucose_solution,葡萄糖液,糖水针,甘蔗熬的糖化在水里，颜色淡黄，尝一口发甜,material,solvent,0.5,20,white,material;alchemy;pharmacy;solvent,alchemy,alchemy,0,material,low,0,90,,,,,1,,0,0,,,,,,
solvent_water_pure,纯净水,净水,滤过一遍又煮过的水，尝不出味，配药最省心,material,solvent,0.5,20,white,material;alchemy;pharmacy;solvent,alchemy,alchemy,0,material,low,0,40,,,,,1,,0,0,,,,,,
adj_vitamin_c,维生素C,维C,精制过的维C，专管把碱性的药化开；兑不开的时候指望它。,material,pharm_adjuvant,0.02,30,white,material;alchemy;pharmacy;adjuvant,alchemy,alchemy,7200,life_good,low,0,500,,,,,1,,0,0,,,0,,15,,,,,1
adj_citric_acid,柠檬酸,酸粉,从柑橘里提出来的酸粉，加一点浑液就清了,material,pharm_adjuvant,0.02,30,white,material;alchemy;pharmacy;adjuvant,alchemy,alchemy,7200,life_good,low,0,200,,,,,1,,0,0,,,,,12,,,,,1
tool_syringe_pharmacy,注射器,针筒,玻璃筒配铁针头，用完煮一遍还能接着使,tool,pharm_kit,0.15,1,white,tool;pharmacy;medical;reusable,craft,craft,0,life_good,low,0,420,,,,,1,,0,0,,,,,,
tool_iv_set_pharmacy,输液器,吊针,一包软管带针头，用过就扔，省得脏东西进血管,tool,pharm_kit,0.1,5,white,tool;pharmacy;medical;disposable,craft,craft,0,life_good,low,0,260,,,,,1,,0,0,,,,,,
potion_tonic_broth,提神汤液,苦汤,药粉兑水煮开，喝下去发苦，困劲能压下去一阵,potion,drink,0.3,10,white,potion;consumable;pharmacy;drink,alchemy,alchemy,3600,life_good,mid,0,320,,1,buff_pharm_stimulant_drink_weak,drink,,,0,0,,stimulant,,,,,,,,,,14,8,10,30
potion_tonic_cigarette,提神药烟,提神烟,药粉掺烟丝卷起来，抽两口眼前亮，抽三口心慌,potion,inhale,0.05,20,white,potion;consumable;pharmacy;inhale,alchemy,alchemy,7200,life_good,mid,0,300,,1,buff_pharm_stimulant_inhale_regular,inhale,,,0,0,,stimulant,,,,
potion_analgesic_pill,镇痛药丸,止痛丸,搓成小粒阴干，疼得受不了时含一颗，能顶一阵,potion,drink,0.02,20,white,potion;consumable;pharmacy;drink,alchemy,alchemy,7200,life_good,low,0,400,,1,buff_pharm_analgesic_drink_regular,drink,,,0,0,,analgesic,,,,,,,,,8,,,,40
potion_mobility_salve,活络药膏,跌打膏,药粉拌油脂熬成膏，抹在僵住的地方慢慢发热,potion,topical,0.25,10,white,potion;consumable;pharmacy;topical,alchemy,alchemy,3600,life_good,mid,0,380,,1,buff_pharm_mobility_topical_regular,topical,,,0,0,,mobility,,,,,,,3
potion_rehydration_injection,补液注射液,盐水针,盐水里兑进补液粉，针一扎进去人就缓过来些,potion,inject,0.4,5,white,potion;consumable;pharmacy;inject,alchemy,alchemy,0,material,mid,0,260,,1,buff_pharm_rehydrate_inject_regular,inject,,,0,0,,rehydrate,,,,
potion_cardiac_injection,强心注射液,救命针,兽心熬出来的粉配成针，吊着一口气等大夫来,potion,inject,0.4,5,white,potion;consumable;pharmacy;inject,alchemy,alchemy,0,rare,high,0,700,,1,buff_pharm_revive_inject_regular,inject,,,0,0,,revive,,,,
potion_compound_injection,复方注射液,配好的针,制药台上按份数兑出来的针，标签上写着兑了什么,potion,inject,0.25,5,white,potion;consumable;pharmacy;inject,alchemy,alchemy,0,material,high,0,320,,1,,inject,,,0,0,,,,,,,1,100
tool_mortar_pharmacy,药钵,粗陶研钵,陶钵配木杵，药粉拌油脂就在里头和开,tool,pharm_kit,0.6,1,white,tool;pharmacy;medical,craft,craft,0,life_good,low,0,300,,,,,1,,0,0,,,,,,,,,
tool_roller_pharmacy,卷药器,木卷药器,把小槽里的药粉卷进纸里，手卷的总比现成烟松,tool,pharm_kit,0.35,1,white,tool;pharmacy;medical,craft,craft,0,life_good,low,0,260,,,,,1,,0,0,,,,,,,,,
herb_safflower,红花,细长红花丝,细长的一撮红花丝，泡出来的水带点苦香，跌打匠爱用。,herb,flower,0.03,30,white,material;herb;alchemy;medical;surface_only,gathering,alchemy,3600,material,low,0,320,,,,,1,,0,0,glycoside,,,,,,,,,,,,,,
herb_notoginseng,三七,硬实块根,硬得能砸核桃的块根，磨开是灰白粉，山民摔了跤先找它。,herb,root,0.08,20,white,material;herb;alchemy;medical,gathering,alchemy,3600,rare,mid,0,640,,,,,1,,0,0,tannin,,,,,,,,,,,,,,
med_safflower_powder,红花粉,暗红药粉,颜色发暗的细粉，搓在手上有股草腥。,material,pharm_powder,0.02,30,white,material;alchemy;pharmacy;pharm_powder;medical,alchemy,alchemy,7200,material,low,0,360,,,,,1,,0,0,glycoside,mobility,60,0,18,,,,,,,,,,
med_notoginseng_powder,三七粉,灰白药粉,磨得不算细，入口发涩，止血摊子上论勺卖。,material,pharm_powder,0.02,30,white,material;alchemy;pharmacy;pharm_powder;medical,alchemy,alchemy,7200,material,low,0,420,,,,,1,,0,0,tannin,coagulant,65,0,20,,,,,,,,,,
potion_calm_brew,安神汤,浊黄药汤,一碗发浊的黄汤，喝下去人发沉，火气跟着退。,potion,drink,0.3,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,mid,0,320,,1,buff_pharm_sedative_drink_regular,drink,,,0,0,,,,,,,,,,,,10,6,,30
potion_tonic_broth_potent,浓煎提神汤,黑苦浓汤,煎得又黑又苦，一口下去眼皮就撑开了，嘴里留半天苦味。,potion,drink,0.25,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,high,0,520,,1,buff_pharm_stimulant_drink_potent,drink,,,0,0,,,,,,,,,,,,12,,14,25
potion_energy_draught,续航糖浆,稠甜糖浆,稠得挂勺的甜浆，赶路的人拿它顶一天。,potion,drink,0.35,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,mid,0,340,,1,buff_pharm_energy_drink_regular,drink,,,0,0,,,,,,,,,,,,,10,16,30
potion_rehydration_broth,补液汤,咸味清汤,带一点咸味的清汤，脱水的人先喝它，别的以后再说。,potion,drink,0.3,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,low,0,300,,1,buff_pharm_rehydrate_drink_potent,drink,,,0,0,,,,,,,,,,,,20,,,20
potion_strength_decoction,续力药汤,深褐药汤,深褐色的药汤，喝着像嚼树皮，喝完腰背能直起来一点。,potion,drink,0.3,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,mid,0,560,,1,buff_pharm_strength_drink_potent,drink,,,0,0,,,,,,,,,,,,8,,,40
potion_antistun_tea,醒神茶,辛香药茶,一股冲鼻子的辛香，喝下去脑子清一清，脑袋没那么容易发懵。,potion,drink,0.25,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,life_good,mid,0,380,,1,buff_pharm_antistun_drink_regular,drink,,,0,0,,,,,,,,,,,,12,,6,25
potion_vision_draught,幻梦汤,发浑药汤,汤面浮着一层怪光，喝过的人说看见的东西不太对。,potion,drink,0.25,10,white,potion;consumable;pharmacy;drink;alchemy,alchemy,alchemy,600,rare,high,0,480,,1,buff_pharm_hallucinogen_drink_regular,drink,,,0,0,,,,,,,,,,,,6,,,30
potion_mobility_poultice,红花药泥,暗红湿泥,捣得半烂的红花泥，敷在僵住的地方发热。,potion,topical,0.25,10,white,potion;consumable;pharmacy;topical;alchemy,alchemy,alchemy,3600,life_good,low,0,360,,1,buff_pharm_mobility_topical_regular,topical,,,0,0,,,,,,,,,2,,,,,,
potion_mobility_salve_potent,红花活络膏,深红药膏,掺了油的深红药膏，抹开后慢慢渗进去，手脚不那么木。,potion,topical,0.2,10,white,potion;consumable;pharmacy;topical;alchemy,alchemy,alchemy,7200,rare,low,0,620,,1,buff_pharm_mobility_topical_potent,topical,,,0,0,,,,,,,,,4,,,,,,
potion_coagulant_powder,三七止血散,灰白药粉,一把灰白细粉，撒在口子上按一会儿，血就慢下来。,potion,topical,0.1,15,white,potion;consumable;pharmacy;topical;medical,alchemy,alchemy,7200,life_good,low,0,420,,1,buff_pharm_coagulant_topical_regular,topical,,,0,0,,,,,,,,,3,,,,,,
potion_coagulant_salve,白芨止血膏,黏稠药膏,黏得拉丝的药膏，糊在伤口上像封了一层膜。,potion,topical,0.2,10,white,potion;consumable;pharmacy;topical;medical,alchemy,alchemy,7200,rare,low,0,640,,1,buff_pharm_coagulant_topical_potent,topical,,,0,0,,,,,,,,,3,,,,,,
potion_sedative_incense,安神药烟,粗卷药烟,卷得歪歪扭扭的一支，点上以后屋子里那股火气慢慢散。,potion,inhale,0.02,20,white,potion;consumable;pharmacy;inhale;alchemy,alchemy,alchemy,7200,material,high,0,300,,1,buff_pharm_sedative_inhale_regular,inhale,,,0,0,,,,,,,,,,,,,,,
potion_vision_incense,幻梦烟,深色药烟,烟色发深，抽两口眼前就开始飘东西，别在人群里点。,potion,inhale,0.02,20,white,potion;consumable;pharmacy;inhale;alchemy,alchemy,alchemy,7200,rare,high,0,560,,1,buff_pharm_hallucinogen_inhale_potent,inhale,,,0,0,,,,,,,,,,,,,,,
potion_analgesic_injection,镇痛注射液,透明药针,推得慢一点，疼就退下去了；推太快人发飘。,potion,inject,0.3,5,white,potion;consumable;pharmacy;inject;medical,alchemy,alchemy,0,rare,high,0,700,,1,buff_pharm_analgesic_inject_potent,inject,,,0,0,,,,,,,,,,,,,,,
potion_stimulant_injection,提神注射液,淡黄药针,打下去心跳立刻快起来，干重活的能多扛一阵。,potion,inject,0.3,5,white,potion;consumable;pharmacy;inject;medical,alchemy,alchemy,0,rare,high,0,620,,1,buff_pharm_stimulant_inject_potent,inject,,,0,0,,,,,,,,,,,,,,,
potion_antistun_injection,醒神注射液,辛味药针,挨打前先来一针，脑袋被闷棍敲过也不至于当场发懵。,potion,inject,0.3,5,white,potion;consumable;pharmacy;inject;medical,alchemy,alchemy,0,material,high,0,420,,1,buff_pharm_antistun_inject_regular,inject,,,0,0,,,,,,,,,,,,,,,
potion_strength_injection,续力注射液,深色药针,打完腰背发紧，能多背一袋东西走一段路。,potion,inject,0.3,5,white,potion;consumable;pharmacy;inject;medical,alchemy,alchemy,0,rare,high,0,680,,1,buff_pharm_strength_inject_potent,inject,,,0,0,,,,,,,,,,,,,,,
potion_coagulant_injection,止血注射液,灰白药针,扎下去按住，口子里的血慢慢收住。,potion,inject,0.3,5,white,potion;consumable;pharmacy;inject;medical,alchemy,alchemy,0,material,high,0,460,,1,buff_pharm_coagulant_inject_regular,inject,,,0,0,,,,,,,,,,,,,,,
